,label1_badger,label1_buzzard,label1_cat,label1_deer,label1_fox,label1_hare,label1_heron,label1_horse,label1_mallard,label1_marten,label1_porcupine,label1_squirrel,label1_wild boar,label1_wolf,season_Autumn,season_Spring,season_Summer,season_Winter,temp_Cold,temp_Cool,temp_Extremely Hot,temp_Hot,temp_Moderate,temp_Slightly Warm,temp_Very Hot,temp_Very Warm,temp_Warm,size_l,size_m,size_s,size_xs,bird_0,bird_1,water_animal_0,water_animal_1,predatory_animal_0,predatory_animal_1,domestic_animal_0,domestic_animal_1,herbivore_0,herbivore_1,night_animal_0,night_animal_1,night_0,night_1
0,-6.591949208711867e-17,-1.3010426069826053e-18,2.2768245622195593e-18,-5.551115123125783e-17,0.9901847575057717,4.163336342344337e-17,2.2551405187698492e-17,-3.8163916471489756e-17,-7.632783294297951e-17,-5.204170427930421e-17,-1.1102230246251565e-16,-4.336808689942018e-19,-1.4432899320127035e-15,0.009815242494226318,0.28117782909930744,0.2771362586605076,-1.1102230246251565e-15,0.4393764434180134,0.014434180138568165,0.23210161662817547,-3.2526065174565133e-19,-1.3183898417423734e-16,0.1351039260969975,0.18244803695150122,-1.734723475976807e-18,0.008083140877598927,0.07621247113163915,-3.8163916471489756e-17,0.00981524249422816,0.9901847575057727,4.996003610813204e-16,0.9999999999999999,1.5959455978986625e-16,1.0000000000000002,-1.5959455978986625e-16,-7.771561172376096e-16,1.0000000000000009,0.9999999999999999,1.1796119636642288e-16,0.9999999999999981,1.887379141862766e-15,7.771561172376096e-16,0.9999999999999992,0.32159353348729774,0.6784064665127022
1,-7.979727989493313e-17,-2.168404344971009e-18,2.6020852139652106e-18,0.013354700854701126,8.326672684688674e-16,2.7755575615628914e-17,-5.377642775528102e-17,-2.7755575615628914e-17,1.4224732503009818e-16,7.28583859910259e-17,-8.326672684688674e-16,2.5153490401663703e-17,0.9866452991452974,-6.7220534694101275e-18,1.0824674490095276e-15,-6.38378239159465e-16,0.9997329059829045,-4.163336342344337e-16,1.3010426069826053e-18,0.0002670940170947239,1.328147661294743e-18,-9.020562075079397e-17,0.033653846153846034,-1.1102230246251565e-16,1.9081958235744878e-17,0.8782051282051292,-1.1102230246251565e-16,-2.7755575615628914e-17,0.999999999999999,4.996003610813204e-16,-5.828670879282072e-16,1.0,2.0816681711721685e-17,0.9999999999999998,2.498001805406602e-16,1.0,0.0,1.0000000000000002,-2.42861286636753e-16,9.992007221626409e-16,0.999999999999999,1.0000000000000007,-7.216449660063518e-16,-9.159339953157541e-16,1.0000000000000009
2,-7.632783294297951e-17,-1.734723475976807e-18,2.6020852139652106e-18,0.0138941043935411,1.0824674490095276e-15,4.85722573273506e-17,-2.6020852139652106e-17,-4.163336342344337e-17,-5.898059818321144e-17,-9.367506770274758e-17,-5.828670879282072e-16,1.3877787807814457e-17,0.9861058956064573,-3.2526065174565133e-18,2.220446049250313e-16,-6.106226635438361e-16,0.9999999999999987,-3.608224830031759e-16,9.107298248878237e-18,0.0,-1.6263032587282567e-19,7.632783294297951e-17,-2.220446049250313e-16,-8.326672684688674e-17,4.9873299934333204e-18,3.3306690738754696e-16,1.0000000000000058,-4.163336342344337e-17,1.000000000000002,-5.273559366969494e-16,5.273559366969494e-16,0.9999999999999998,1.942890293094024e-16,0.9999999999999999,7.632783294297951e-17,0.9999999999999991,9.159339953157541e-16,1.0,-4.85722573273506e-17,8.326672684688674e-16,0.9999999999999991,1.0000000000000007,-6.661338147750939e-16,4.996003610813204e-16,0.9999999999999994
3,-3.469446951953614e-18,0.07822410147991546,0.021141649048625793,-4.163336342344337e-17,-1.3877787807814457e-16,-2.0816681711721685e-17,-5.204170427930421e-18,-3.122502256758253e-17,-2.0816681711721685e-17,0.9006342494714593,4.163336342344337e-17,0.0,3.3306690738754696e-16,-6.505213034913027e-19,0.16490486257928116,0.3107822410147991,0.1860465116279073,0.3382663847780127,0.004228329809725162,0.21353065539112048,2.710505431213761e-20,0.023255813953488382,0.17336152219873138,0.13530655391120505,0.002114164904862581,0.12896405919661735,0.11839323467230436,-3.122502256758253e-17,3.3306690738754696e-16,-2.220446049250313e-16,1.0000000000000004,0.9217758985200846,0.07822410147991549,1.0,-6.938893903907228e-18,0.9217758985200846,0.07822410147991539,0.9788583509513742,0.021141649048625775,1.0,0.0,1.0000000000000002,-2.220446049250313e-16,0.34038054968287534,0.6596194503171247
4,-1.734723475976807e-17,-1.734723475976807e-18,7.589415207398531e-19,0.31138790035587205,-1.6653345369377348e-16,-6.938893903907228e-18,-3.469446951953614e-18,-2.7755575615628914e-17,-3.469446951953614e-17,3.469446951953614e-17,8.326672684688674e-17,4.336808689942018e-19,0.6886120996441278,-4.336808689942018e-19,0.9448398576512467,-1.3877787807814457e-16,0.04804270462633509,-5.551115123125783e-17,8.673617379884035e-19,0.033807829181494595,0.0,2.7755575615628914e-17,0.30249110320284667,0.12989323843416373,-8.673617379884035e-19,0.007117437722419739,0.16192170818505336,-2.7755575615628914e-17,0.9999999999999998,-2.220446049250313e-16,1.1102230246251565e-16,0.9999999999999999,6.245004513516506e-17,1.0,-2.7755575615628914e-17,1.0000000000000002,-1.6653345369377348e-16,1.0,0.0,-2.7755575615628914e-17,1.0,1.0000000000000002,-3.3306690738754696e-16,1.3877787807814457e-16,0.9999999999999999
5,0.0,0.06250000000000001,0.0,-3.469446951953614e-17,-1.3877787807814457e-16,-1.3877787807814457e-17,-5.204170427930421e-18,-2.7755575615628914e-17,0.9375000000000007,1.0408340855860843e-17,1.3877787807814457e-17,0.0,2.220446049250313e-16,-6.505213034913027e-19,-8.326672684688674e-17,0.028846153846153938,5.551115123125783e-16,0.9711538461538458,0.002403846153846157,0.8677884615384618,5.421010862427522e-20,1.3877787807814457e-17,0.0048076923076921935,0.06971153846153844,-1.0842021724855044e-18,-1.6653345369377348e-16,-2.7755575615628914e-16,-2.7755575615628914e-17,1.1102230246251565e-16,-1.942890293094024e-16,1.0000000000000007,1.1102230246251565e-15,0.9999999999999989,0.06250000000000056,0.9374999999999994,0.9375,0.06249999999999996,1.0,-1.734723475976807e-17,0.9999999999999999,1.1102230246251565e-16,1.0,-1.3877787807814457e-16,0.6514423076923074,0.34855769230769257
6,-5.551115123125783e-17,-2.168404344971009e-18,1.734723475976807e-18,0.10327022375215143,-2.498001805406602e-16,3.122502256758253e-17,3.2959746043559335e-17,-3.8163916471489756e-17,-6.938893903907228e-17,4.85722573273506e-17,1.942890293094024e-16,0.0,0.8967297762478481,4.119968255444917e-18,-2.220446049250313e-16,0.9999999999999998,-7.771561172376096e-16,-2.7755575615628914e-16,0.001721170395869193,0.053356282271944964,-2.439454888092385e-19,-1.1796119636642288e-16,0.3889845094664377,0.09036144578313249,-1.734723475976807e-18,-1.3877787807814457e-16,0.27022375215146305,-3.8163916471489756e-17,1.0000000000000013,3.885780586188048e-16,3.885780586188048e-16,0.9999999999999999,1.457167719820518e-16,1.0000000000000002,-1.3183898417423734e-16,0.9999999999999998,2.7755575615628914e-16,0.9999999999999999,9.020562075079397e-17,-5.551115123125783e-16,1.0000000000000004,1.0000000000000004,-5.828670879282072e-16,-4.163336342344337e-16,1.0000000000000004
7,-4.5102810375396984e-17,-2.168404344971009e-18,1.6263032587282567e-18,-5.551115123125783e-17,0.9935064935064932,2.42861286636753e-17,1.734723475976807e-17,-3.122502256758253e-17,-5.898059818321144e-17,4.85722573273506e-17,1.5265566588595902e-16,-4.336808689942018e-19,-8.881784197001252e-16,0.006493506493506489,-1.8041124150158794e-16,-3.608224830031759e-16,0.9999999999999998,-2.220446049250313e-16,-4.336808689942018e-19,2.3592239273284576e-16,0.002164502164502162,0.05627705627705627,0.057359307359307284,0.0,0.0043290043290043385,0.2694805194805195,0.48701298701298656,-3.122502256758253e-17,0.0064935064935083275,0.9935064935064946,3.608224830031759e-16,0.9999999999999999,1.249000902703301e-16,1.0,-1.0408340855860843e-16,1.2212453270876722e-15,0.9999999999999988,0.9999999999999999,6.245004513516506e-17,1.0000000000000009,-9.992007221626409e-16,6.661338147750939e-16,0.9999999999999993,0.12121212121212124,0.8787878787878787
8,-5.204170427930421e-17,-2.168404344971009e-18,1.734723475976807e-18,-5.551115123125783e-17,-2.220446049250313e-16,2.7755575615628914e-17,2.6020852139652106e-17,-3.122502256758253e-17,-6.245004513516506e-17,5.551115123125783e-17,0.9703915950334279,0.029608404966571196,-1.1102230246251565e-15,3.2526065174565133e-18,0.2855778414517667,0.33810888252148963,-6.661338147750939e-16,0.3734479465138488,0.006685768863419289,0.206303724928367,-2.168404344971009e-19,0.0019102196752625936,0.17287488061127007,0.2597898758357211,-1.734723475976807e-18,0.020057306590257562,0.10983763132760227,-3.122502256758253e-17,1.9984014443252818e-15,2.498001805406602e-16,0.9999999999999979,0.9999999999999999,1.3183898417423734e-16,1.0000000000000002,-1.1796119636642288e-16,0.9999999999999998,1.6653345369377348e-16,0.9999999999999999,7.632783294297951e-17,-6.106226635438361e-16,1.0000000000000007,1.0000000000000004,-5.551115123125783e-16,0.2559694364851957,0.7440305635148042
9,-6.938893903907228e-18,-1.734723475976807e-18,4.336808689942018e-19,0.20477137176938365,-1.3877787807814457e-16,-1.0408340855860843e-17,-3.469446951953614e-18,-2.0816681711721685e-17,-2.42861286636753e-17,2.42861286636753e-17,5.551115123125783e-17,0.0,0.795228628230616,-4.336808689942018e-19,-9.71445146547012e-17,-5.551115123125783e-17,1.0000000000000007,0.0,-4.336808689942018e-19,-5.551115123125783e-17,0.00198807157057654,0.12127236580516898,0.03976143141153076,-5.551115123125783e-17,0.019880715705765425,0.14115308151093445,0.6003976143141148,-2.0816681711721685e-17,0.9999999999999998,-1.942890293094024e-16,1.1102230246251565e-16,1.0,4.163336342344337e-17,1.0,-1.3877787807814457e-17,1.0000000000000002,-1.3877787807814457e-16,1.0,-1.3877787807814457e-17,8.326672684688674e-17,0.9999999999999999,1.0000000000000002,-2.220446049250313e-16,1.0000000000000004,-4.440892098500626e-16
10,-4.163336342344337e-17,-2.168404344971009e-18,1.5178830414797062e-18,0.3754152823920269,-1.942890293094024e-16,2.0816681711721685e-17,1.3877787807814457e-17,-3.122502256758253e-17,-5.898059818321144e-17,5.551115123125783e-17,1.6653345369377348e-16,0.0,0.6245847176079733,1.734723475976807e-18,0.2369878183831671,0.43078626799556985,-4.440892098500626e-16,0.33222591362126225,0.0022148394241417527,0.15171650055370986,-1.6263032587282567e-19,0.001107419712070852,0.20819490586932415,0.1794019933554819,0.002214839424141746,0.03211517165005506,0.18604651162790686,-3.122502256758253e-17,1.0000000000000007,5.551115123125783e-17,3.608224830031759e-16,0.9999999999999999,1.249000902703301e-16,1.0,-9.71445146547012e-17,1.0,0.0,0.9999999999999999,5.898059818321144e-17,-6.38378239159465e-16,1.0000000000000007,1.0000000000000004,-5.273559366969494e-16,0.9999999999999991,8.881784197001252e-16
11,-1.0408340855860843e-17,-2.168404344971009e-18,3.2526065174565133e-19,-3.469446951953614e-17,-1.6653345369377348e-16,-1.0408340855860843e-17,-5.204170427930421e-18,0.9999999999999988,-2.7755575615628914e-17,2.0816681711721685e-17,5.551115123125783e-17,0.0,0.0,-6.505213034913027e-19,0.41025641025641013,0.09861932938856022,0.19526627218934955,0.29585798816568043,-8.673617379884035e-19,-6.938893903907228e-17,0.0,1.3877787807814457e-17,0.049309664694280025,0.027613412228796805,-1.0842021724855044e-18,-1.942890293094024e-16,0.043392504930966164,0.9999999999999988,5.551115123125783e-16,-2.220446049250313e-16,5.551115123125783e-17,1.0,4.163336342344337e-17,1.0,-2.0816681711721685e-17,1.0000000000000002,-1.942890293094024e-16,4.440892098500626e-16,0.9999999999999996,-2.7755575615628914e-17,1.0,1.0000000000000002,-2.498001805406602e-16,0.3234714003944773,0.6765285996055227
12,1.000000000000001,-1.734723475976807e-18,0.0,-2.0816681711721685e-17,-1.1102230246251565e-16,-1.0408340855860843e-17,-3.469446951953614e-18,-2.42861286636753e-17,-3.469446951953614e-18,0.0,-1.3877787807814457e-17,0.0,2.220446049250313e-16,-4.336808689942018e-19,0.014409221902017308,0.32564841498559083,0.08357348703170053,0.5763688760806913,-1.3010426069826053e-18,0.44668587896253614,1.0842021724855044e-19,0.017291066282420765,0.07780979827089338,0.13256484149855904,-6.505213034913027e-19,0.05763688760806923,0.14697406340057642,-2.42861286636753e-17,0.0,1.0,0.0,1.0,6.938893903907228e-18,1.0,0.0,1.0,-1.1102230246251565e-16,1.0,-1.734723475976807e-17,0.9999999999999996,4.440892098500626e-16,7.771561172376096e-16,0.9999999999999992,0.28242074927953886,0.7175792507204611
13,-6.938893903907228e-18,-1.734723475976807e-18,4.336808689942018e-19,0.007905138339920924,-1.6653345369377348e-16,-1.0408340855860843e-17,-5.204170427930421e-18,-2.42861286636753e-17,-2.42861286636753e-17,2.7755575615628914e-17,5.551115123125783e-17,4.336808689942018e-19,0.9920948616600793,-6.505213034913027e-19,-1.1102230246251565e-16,-5.551115123125783e-17,1.0000000000000007,0.0,-4.336808689942018e-19,-8.326672684688674e-17,5.421010862427522e-20,1.0000000000000004,-1.5265566588595902e-16,-5.551115123125783e-17,-1.0842021724855044e-18,-1.942890293094024e-16,-3.885780586188048e-16,-2.42861286636753e-17,0.9999999999999998,-2.220446049250313e-16,8.326672684688674e-17,1.0,4.163336342344337e-17,1.0,-2.0816681711721685e-17,1.0000000000000002,-1.3877787807814457e-16,1.0,-1.3877787807814457e-17,5.551115123125783e-17,1.0,1.0000000000000002,-2.220446049250313e-16,1.1102230246251565e-16,0.9999999999999999
14,6.938893903907228e-18,-2.168404344971009e-18,-2.168404344971009e-19,0.25839793281653745,-1.3877787807814457e-16,-1.3877787807814457e-17,-5.204170427930421e-18,-2.0816681711721685e-17,-6.938893903907228e-18,0.0,0.0,0.0,0.7416020671834624,-6.505213034913027e-19,-5.551115123125783e-17,5.551115123125783e-17,6.661338147750939e-16,0.9999999999999998,0.005167958656330749,0.35917312661498724,1.3552527156068805e-19,2.0816681711721685e-17,0.025839793281653728,0.24289405684754534,-1.0842021724855044e-18,0.0025839793281652867,0.018087855297157396,-2.0816681711721685e-17,0.9999999999999998,-1.6653345369377348e-16,-5.551115123125783e-17,1.0,6.938893903907228e-18,1.0,0.0,1.0,-1.1102230246251565e-16,1.0,-2.0816681711721685e-17,2.7755575615628914e-17,1.0,1.0,-8.326672684688674e-17,-2.7755575615628914e-17,1.0
15,1.0408340855860843e-17,-1.734723475976807e-18,-3.2526065174565133e-19,-1.3877787807814457e-17,-5.551115123125783e-17,1.0,-3.469446951953614e-18,-1.734723475976807e-17,6.938893903907228e-18,-1.0408340855860843e-17,-4.163336342344337e-17,0.0,0.0,-4.336808689942018e-19,0.17667844522968196,0.13780918727915195,0.18727915194346284,0.4982332155477031,0.0035335689045936404,0.37455830388692585,1.6263032587282567e-19,0.014134275618374575,0.0706713780918728,0.12367491166077736,0.0035335689045936456,0.06007067137809194,0.19787985865724386,-1.734723475976807e-17,-1.1102230246251565e-16,-1.1102230246251565e-16,1.0000000000000004,1.0,0.0,1.0,6.938893903907228e-18,1.0,-5.551115123125783e-17,1.0,-1.3877787807814457e-17,8.326672684688674e-17,0.9999999999999999,6.661338147750939e-16,0.9999999999999993,0.37809187279151946,0.6219081272084805
16,-1.3877787807814457e-17,-2.168404344971009e-18,5.421010862427522e-19,-2.7755575615628914e-17,-1.6653345369377348e-16,-6.938893903907228e-18,-5.204170427930421e-18,-3.122502256758253e-17,-2.7755575615628914e-17,2.7755575615628914e-17,0.9943502824858748,0.005649717514124308,1.1102230246251565e-16,-6.505213034913027e-19,-1.1102230246251565e-16,-1.1102230246251565e-16,1.0000000000000007,-2.7755575615628914e-17,4.336808689942018e-19,-8.326672684688674e-17,-2.710505431213761e-20,0.058380414312617715,0.1016949152542373,0.0018832391713747149,0.018832391713747662,0.263653483992467,0.4802259887005647,-3.122502256758253e-17,6.661338147750939e-16,-2.220446049250313e-16,1.0000000000000007,1.0,5.551115123125783e-17,1.0,-2.0816681711721685e-17,1.0000000000000002,-1.6653345369377348e-16,1.0,-1.3877787807814457e-17,5.551115123125783e-17,1.0,1.0000000000000002,-2.498001805406602e-16,0.1657250470809793,0.8342749529190207
17,6.938893903907228e-18,-1.734723475976807e-18,-2.168404344971009e-19,6.938893903907228e-18,0.0,3.469446951953614e-18,1.0,-3.469446951953614e-18,6.938893903907228e-18,-1.0408340855860843e-17,0.0,0.0,-2.220446049250313e-16,-2.168404344971009e-19,0.04347826086956523,0.16304347826086954,0.24456521739130427,0.5489130434782608,0.0,0.6032608695652175,2.710505431213761e-20,0.05434782608695654,0.027173913043478257,0.06521739130434782,0.005434782608695655,0.0271739130434783,0.11413043478260879,-3.469446951953614e-18,0.9999999999999998,0.0,5.551115123125783e-17,3.3306690738754696e-16,0.9999999999999997,-3.3306690738754696e-16,1.0000000000000004,1.0,2.7755575615628914e-17,1.0,-3.469446951953614e-18,0.9999999999999999,1.1102230246251565e-16,0.9999999999999999,5.551115123125783e-17,0.6521739130434783,0.3478260869565217
